Index,Date,Open,High,Low,Close,Adj Close,Volume
IXIC,3/1/1971,101.779999,101.779999,101.779999,101.779999,101.779999,0
IXIC,3/2/1971,101.839996,101.839996,101.839996,101.839996,101.839996,0
IXIC,3/3/1971,102.07,102.07,102.07,102.07,102.07,0
IXIC,3/4/1971,102.779999,102.779999,102.779999,102.779999,102.779999,0
IXIC,3/5/1971,103,103,103,103,103,0
IXIC,3/8/1971,104.230003,104.230003,104.230003,104.230003,104.230003,0
IXIC,3/9/1971,104.410004,104.410004,104.410004,104.410004,104.410004,0
IXIC,3/10/1971,104.139999,104.139999,104.139999,104.139999,104.139999,0
IXIC,3/11/1971,104.260002,104.260002,104.260002,104.260002,104.260002,0
IXIC,3/12/1971,104.5,104.5,104.5,104.5,104.5,0
IXIC,3/15/1971,105.129997,105.129997,105.129997,105.129997,105.129997,0
IXIC,3/16/1971,105.559998,105.559998,105.559998,105.559998,105.559998,0
IXIC,3/17/1971,105.5,105.5,105.5,105.5,105.5,0
IXIC,3/18/1971,105.879997,105.879997,105.879997,105.879997,105.879997,0
IXIC,3/19/1971,105.769997,105.769997,105.769997,105.769997,105.769997,0
IXIC,3/22/1971,105.370003,105.370003,105.370003,105.370003,105.370003,0
IXIC,3/23/1971,105.110001,105.110001,105.110001,105.110001,105.110001,0
IXIC,3/24/1971,104.699997,104.699997,104.699997,104.699997,104.699997,0
IXIC,3/25/1971,104.599998,104.599998,104.599998,104.599998,104.599998,0
IXIC,3/26/1971,105.07,105.07,105.07,105.07,105.07,0
IXIC,3/29/1971,105.199997,105.199997,105.199997,105.199997,105.199997,0
IXIC,3/30/1971,105.440002,105.440002,105.440002,105.440002,105.440002,0
IXIC,3/31/1971,105.970001,105.970001,105.970001,105.970001,105.970001,0
IXIC,4/1/1971,106.339996,106.339996,106.339996,106.339996,106.339996,0
IXIC,4/2/1971,106.860001,106.860001,106.860001,106.860001,106.860001,0
IXIC,4/5/1971,107.169998,107.169998,107.169998,107.169998,107.169998,0
IXIC,4/6/1971,107.559998,107.559998,107.559998,107.559998,107.559998,0
IXIC,4/7/1971,108.059998,108.059998,108.059998,108.059998,108.059998,0
IXIC,4/8/1971,108.379997,108.379997,108.379997,108.379997,108.379997,0
IXIC,4/12/1971,108.870003,108.870003,108.870003,108.870003,108.870003,0
IXIC,4/13/1971,108.849998,108.849998,108.849998,108.849998,108.849998,0
IXIC,4/14/1971,109.080002,109.080002,109.080002,109.080002,109.080002,0
IXIC,4/15/1971,109.690002,109.690002,109.690002,109.690002,109.690002,0
IXIC,4/16/1971,109.959999,109.959999,109.959999,109.959999,109.959999,0
IXIC,4/19/1971,110.160004,110.160004,110.160004,110.160004,110.160004,0
IXIC,4/20/1971,109.529999,109.529999,109.529999,109.529999,109.529999,0
IXIC,4/21/1971,109.519997,109.519997,109.519997,109.519997,109.519997,0
IXIC,4/22/1971,109.989998,109.989998,109.989998,109.989998,109.989998,0
IXIC,4/23/1971,110.690002,110.690002,110.690002,110.690002,110.690002,0
IXIC,4/26/1971,111.129997,111.129997,111.129997,111.129997,111.129997,0
IXIC,4/27/1971,111.690002,111.690002,111.690002,111.690002,111.690002,0
IXIC,4/28/1971,112.370003,112.370003,112.370003,112.370003,112.370003,0
IXIC,4/29/1971,112.459999,112.459999,112.459999,112.459999,112.459999,0
IXIC,4/30/1971,112.300003,112.300003,112.300003,112.300003,112.300003,0
IXIC,5/3/1971,111.349998,111.349998,111.349998,111.349998,111.349998,0
IXIC,5/4/1971,111.769997,111.769997,111.769997,111.769997,111.769997,0
IXIC,5/5/1971,111.68,111.68,111.68,111.68,111.68,0
IXIC,5/6/1971,111.059998,111.059998,111.059998,111.059998,111.059998,0
IXIC,5/7/1971,110.660004,110.660004,110.660004,110.660004,110.660004,0
IXIC,5/10/1971,110.150002,110.150002,110.150002,110.150002,110.150002,0
IXIC,5/11/1971,110.330002,110.330002,110.330002,110.330002,110.330002,0
IXIC,5/12/1971,110.370003,110.370003,110.370003,110.370003,110.370003,0
IXIC,5/13/1971,110.550003,110.550003,110.550003,110.550003,110.550003,0
IXIC,5/14/1971,110.739998,110.739998,110.739998,110.739998,110.739998,0
IXIC,5/17/1971,109.150002,109.150002,109.150002,109.150002,109.150002,0
IXIC,5/18/1971,108.400002,108.400002,108.400002,108.400002,108.400002,0
IXIC,5/19/1971,108.330002,108.330002,108.330002,108.330002,108.330002,0
IXIC,5/20/1971,108.720001,108.720001,108.720001,108.720001,108.720001,0
IXIC,5/21/1971,108.849998,108.849998,108.849998,108.849998,108.849998,0
IXIC,5/24/1971,108.419998,108.419998,108.419998,108.419998,108.419998,0
IXIC,5/25/1971,107.5,107.5,107.5,107.5,107.5,0
IXIC,5/26/1971,107.529999,107.529999,107.529999,107.529999,107.529999,0
IXIC,5/27/1971,107.599998,107.599998,107.599998,107.599998,107.599998,0
IXIC,5/28/1971,108.25,108.25,108.25,108.25,108.25,0
IXIC,6/1/1971,108.870003,108.870003,108.870003,108.870003,108.870003,0
IXIC,6/2/1971,109.559998,109.559998,109.559998,109.559998,109.559998,0
IXIC,6/3/1971,110.220001,110.220001,110.220001,110.220001,110.220001,0
IXIC,6/4/1971,110.660004,110.660004,110.660004,110.660004,110.660004,0
IXIC,6/7/1971,110.760002,110.760002,110.760002,110.760002,110.760002,0
IXIC,6/8/1971,110.019997,110.019997,110.019997,110.019997,110.019997,0
IXIC,6/9/1971,109.790001,109.790001,109.790001,109.790001,109.790001,0
IXIC,6/10/1971,110.059998,110.059998,110.059998,110.059998,110.059998,0
IXIC,6/11/1971,110.199997,110.199997,110.199997,110.199997,110.199997,0
IXIC,6/14/1971,109.57,109.57,109.57,109.57,109.57,0
IXIC,6/15/1971,109.360001,109.360001,109.360001,109.360001,109.360001,0
IXIC,6/16/1971,109.440002,109.440002,109.440002,109.440002,109.440002,0
IXIC,6/17/1971,109.440002,109.440002,109.440002,109.440002,109.440002,0
IXIC,6/18/1971,108.160004,108.160004,108.160004,108.160004,108.160004,0
IXIC,6/21/1971,106.5,106.5,106.5,106.5,106.5,0
IXIC,6/22/1971,105.489998,105.489998,105.489998,105.489998,105.489998,0
IXIC,6/23/1971,105.989998,105.989998,105.989998,105.989998,105.989998,0
IXIC,6/24/1971,106.370003,106.370003,106.370003,106.370003,106.370003,0
IXIC,6/25/1971,106.559998,106.559998,106.559998,106.559998,106.559998,0
IXIC,6/28/1971,106.449997,106.449997,106.449997,106.449997,106.449997,0
HSI,12/31/1986,2568.300049,2568.300049,2568.300049,2568.300049,2568.300049,0
HSI,1/1/1987,null,null,null,null,null,null
HSI,1/2/1987,2540.100098,2540.100098,2540.100098,2540.100098,2540.100098,0
HSI,1/5/1987,2552.399902,2552.399902,2552.399902,2552.399902,2552.399902,0
HSI,1/6/1987,2583.899902,2583.899902,2583.899902,2583.899902,2583.899902,0
HSI,1/7/1987,2607.100098,2607.100098,2607.100098,2607.100098,2607.100098,0
HSI,1/8/1987,2603.300049,2603.300049,2603.300049,2603.300049,2603.300049,0
HSI,1/9/1987,2561.699951,2561.699951,2561.699951,2561.699951,2561.699951,0
HSI,1/12/1987,2614.899902,2614.899902,2614.899902,2614.899902,2614.899902,0
HSI,1/13/1987,2590.800049,2590.800049,2590.800049,2590.800049,2590.800049,0
HSI,1/14/1987,2578.199951,2578.199951,2578.199951,2578.199951,2578.199951,0
HSI,1/15/1987,2559.100098,2559.100098,2559.100098,2559.100098,2559.100098,0
HSI,1/16/1987,2542.600098,2542.600098,2542.600098,2542.600098,2542.600098,0
HSI,1/19/1987,2460.5,2460.5,2460.5,2460.5,2460.5,0
HSI,1/20/1987,2449.899902,2449.899902,2449.899902,2449.899902,2449.899902,0
HSI,1/21/1987,2533.899902,2533.899902,2533.899902,2533.899902,2533.899902,0
HSI,1/22/1987,2536.899902,2536.899902,2536.899902,2536.899902,2536.899902,0
HSI,1/23/1987,2499.399902,2499.399902,2499.399902,2499.399902,2499.399902,0
HSI,1/26/1987,2484.399902,2484.399902,2484.399902,2484.399902,2484.399902,0
HSI,1/27/1987,2524,2524,2524,2524,2524,0
HSI,1/28/1987,2553.300049,2553.300049,2553.300049,2553.300049,2553.300049,0
HSI,1/29/1987,null,null,null,null,null,null
HSI,1/30/1987,null,null,null,null,null,null
HSI,2/2/1987,2585.199951,2585.199951,2585.199951,2585.199951,2585.199951,0
HSI,2/3/1987,2606.399902,2606.399902,2606.399902,2606.399902,2606.399902,0
HSI,2/4/1987,2636.600098,2636.600098,2636.600098,2636.600098,2636.600098,0
HSI,2/5/1987,2672.399902,2672.399902,2672.399902,2672.399902,2672.399902,0
HSI,2/6/1987,2673.600098,2673.600098,2673.600098,2673.600098,2673.600098,0
HSI,2/9/1987,2713.699951,2713.699951,2713.699951,2713.699951,2713.699951,0
HSI,2/10/1987,2694.899902,2694.899902,2694.899902,2694.899902,2694.899902,0
HSI,2/11/1987,2739.5,2739.5,2739.5,2739.5,2739.5,0
HSI,2/12/1987,2754.699951,2754.699951,2754.699951,2754.699951,2754.699951,0
HSI,2/13/1987,2740.5,2740.5,2740.5,2740.5,2740.5,0
HSI,2/16/1987,2766.100098,2766.100098,2766.100098,2766.100098,2766.100098,0
HSI,2/17/1987,2792.100098,2792.100098,2792.100098,2792.100098,2792.100098,0
HSI,2/18/1987,2801.5,2801.5,2801.5,2801.5,2801.5,0
HSI,2/19/1987,2775.800049,2775.800049,2775.800049,2775.800049,2775.800049,0
HSI,2/20/1987,2827.399902,2827.399902,2827.399902,2827.399902,2827.399902,0
HSI,2/23/1987,2879,2879,2879,2879,2879,0
HSI,2/24/1987,2848.199951,2848.199951,2848.199951,2848.199951,2848.199951,0
HSI,2/25/1987,2873.600098,2873.600098,2873.600098,2873.600098,2873.600098,0
HSI,2/26/1987,2843.600098,2843.600098,2843.600098,2843.600098,2843.600098,0
HSI,2/27/1987,2877.899902,2877.899902,2877.899902,2877.899902,2877.899902,0
HSI,3/2/1987,2894.300049,2894.300049,2894.300049,2894.300049,2894.300049,0
HSI,3/3/1987,2939.100098,2939.100098,2939.100098,2939.100098,2939.100098,0
HSI,3/4/1987,2890.899902,2890.899902,2890.899902,2890.899902,2890.899902,0
HSI,3/5/1987,2798.399902,2798.399902,2798.399902,2798.399902,2798.399902,0
HSI,3/6/1987,2798.600098,2798.600098,2798.600098,2798.600098,2798.600098,0
HSI,3/9/1987,2820.399902,2820.399902,2820.399902,2820.399902,2820.399902,0
HSI,3/10/1987,2731.100098,2731.100098,2731.100098,2731.100098,2731.100098,0
HSI,3/11/1987,2760.899902,2760.899902,2760.899902,2760.899902,2760.899902,0
HSI,3/12/1987,2750.100098,2750.100098,2750.100098,2750.100098,2750.100098,0
HSI,3/13/1987,2721.199951,2721.199951,2721.199951,2721.199951,2721.199951,0
HSI,3/16/1987,2669.600098,2669.600098,2669.600098,2669.600098,2669.600098,0
000001.SS,7/2/1997,1255.909058,1261.571045,1147.331055,1199.061035,1199.061035,0
000001.SS,7/3/1997,1194.676025,1194.676025,1149.939941,1150.623047,1150.623047,0
000001.SS,7/4/1997,1138.921021,1163.249023,1124.776001,1159.342041,1159.342041,0
000001.SS,7/7/1997,1161.707031,1163.447021,1085.572021,1096.81897,1096.81897,0
000001.SS,7/8/1997,1092.79895,1115.432983,1066.043945,1109.666016,1109.666016,0
000001.SS,7/9/1997,1113.640991,1122.67395,1104.08606,1120.840942,1120.840942,0
000001.SS,7/10/1997,1121.259033,1137.869019,1115.212036,1120.154053,1120.154053,0
000001.SS,7/11/1997,1116.415039,1155.05603,1114.396973,1154.793945,1154.793945,0
000001.SS,7/14/1997,1189.473999,1201.213989,1180.19104,1200.114014,1200.114014,0
000001.SS,7/15/1997,null,null,null,null,null,null
000001.SS,7/16/1997,1201.594971,1204.85498,1184.444946,1190.82605,1190.82605,0
000001.SS,7/17/1997,1188.266968,1203.504028,1180.93396,1197.225952,1197.225952,0
000001.SS,7/18/1997,1199.399048,1210.439941,1191.28894,1209.857056,1209.857056,0
000001.SS,7/21/1997,1215.838989,1218.480957,1188.875,1193.525024,1193.525024,0
000001.SS,7/22/1997,1189.118042,1208.261963,1163.468018,1208.248047,1208.248047,0
000001.SS,7/23/1997,1219.055054,1223.822998,1194.703003,1198.860962,1198.860962,0
000001.SS,7/24/1997,1194.704956,1200.30896,1172.366943,1174.217041,1174.217041,0
000001.SS,7/25/1997,1166.56604,1177.652954,1158.135986,1170.862061,1170.862061,0
000001.SS,7/28/1997,1167.812988,1167.880005,1138.474976,1141.776978,1141.776978,0
000001.SS,7/29/1997,1137.31897,1161.194946,1133.175049,1153.229004,1153.229004,0
000001.SS,7/30/1997,1157.089966,1179.478027,1157.004028,1179.421021,1179.421021,0
000001.SS,7/31/1997,1184.937012,1192.199951,1179.714966,1189.76001,1189.76001,0
000001.SS,8/1/1997,1191.651001,1194.031006,1182.223022,1192.828003,1192.828003,0
000001.SS,8/4/1997,1196.254028,1201.920044,1188.676025,1200.333008,1200.333008,0
000001.SS,8/5/1997,1203.358032,1207.228027,1193.696045,1196.274048,1196.274048,0
000001.SS,8/6/1997,1196.035034,1197.444946,1170.266968,1171.94104,1171.94104,0
000001.SS,8/7/1997,1167.927002,1199.23999,1161.631958,1199.23999,1199.23999,0
000001.SS,8/8/1997,1205.952026,1216.561035,1201.358032,1206.052979,1206.052979,0
000001.SS,8/11/1997,1206.456055,1206.759033,1182.447021,1184.083008,1184.083008,0
000001.SS,8/12/1997,1177.260986,1183.436035,1145.748047,1146.80896,1146.80896,0
000001.SS,8/13/1997,1139.245972,1153.494995,1118.202026,1120.126953,1120.126953,0
000001.SS,8/14/1997,1120.470947,1168.334961,1120.244995,1168.113037,1168.113037,0
000001.SS,8/15/1997,1174.182983,1174.881958,1133.890015,1143.063965,1143.063965,0
000001.SS,8/18/1997,1139.605957,1139.605957,1116.147949,1134.634033,1134.634033,0
000001.SS,8/19/1997,1134.616943,1143.20105,1128.109009,1132.905029,1132.905029,0
000001.SS,8/20/1997,1135.050049,1144.645996,1133.741943,1144.639038,1144.639038,0
000001.SS,8/21/1997,1148.386963,1165.218018,1147.81604,1164.545044,1164.545044,0
GSPTSE,6/29/1979,1614.699951,1619.800049,1614.699951,1618.400024,1614.290039,0
GSPTSE,7/2/1979,null,null,null,null,null,null
GSPTSE,7/3/1979,1613.599976,1613.599976,1601.699951,1602.800049,1598.729858,0
GSPTSE,7/4/1979,1601.5,1601.5,1589.5,1591.400024,1587.358765,0
GSPTSE,7/5/1979,1590,1590,1582.5,1583.900024,1579.877686,0
GSPTSE,7/6/1979,1583.900024,1586.599976,1578.300049,1586.599976,1582.570923,0
GSPTSE,7/9/1979,1586.599976,1588.5,1585.5,1586.300049,1582.271606,0
GSPTSE,7/10/1979,1584.900024,1584.900024,1579,1580.199951,1576.187012,0
GSPTSE,7/11/1979,1576.800049,1576.800049,1560.900024,1563.199951,1559.230347,0
GSPTSE,7/12/1979,1561.5,1561.5,1533.199951,1533.699951,1529.805176,0
GSPTSE,7/13/1979,1533.699951,1538.099976,1520.599976,1537.400024,1533.49585,0
GSPTSE,7/16/1979,1539.800049,1551.699951,1539.800049,1551.599976,1547.659668,0
GSPTSE,7/17/1979,1554.599976,1563.099976,1554.599976,1560.900024,1556.936157,0
GSPTSE,7/18/1979,1557.099976,1557.099976,1547.300049,1550.800049,1546.861816,0
GSPTSE,7/19/1979,1550.800049,1554.300049,1548.300049,1552.400024,1548.457886,0
GSPTSE,7/20/1979,1552.400024,1557.5,1550.599976,1557.5,1553.5448,0
GSPTSE,7/23/1979,1553.099976,1553.099976,1544.400024,1546,1542.073975,0
GSPTSE,7/24/1979,1546,1549.5,1545.400024,1547.099976,1543.171143,0
GSPTSE,7/25/1979,1548.400024,1557.199951,1548.400024,1556.800049,1552.846558,0
GSPTSE,7/26/1979,1557.400024,1570,1557.400024,1570,1566.013062,0
GSPTSE,7/27/1979,1572.199951,1578,1572.199951,1578,1573.992798,0
GSPTSE,7/30/1979,1575.699951,1575.699951,1568.099976,1568.099976,1564.117798,0
GSPTSE,7/31/1979,1564.599976,1564.599976,1558.099976,1558.099976,1554.143066,0
GSPTSE,8/1/1979,1558.099976,1558.5,1554,1558.099976,1554.143066,0
GSPTSE,8/2/1979,1560.300049,1563.900024,1560.300049,1560.900024,1556.936157,0
GSPTSE,8/3/1979,1560.900024,1561.5,1556.800049,1557.800049,1553.844116,0
GSPTSE,8/6/1979,null,null,null,null,null,null
GSPTSE,8/7/1979,1557.800049,1559.5,1555.199951,1555.900024,1551.948853,0
GSPTSE,8/8/1979,1555.900024,1567.099976,1553.099976,1565.199951,1561.225098,0
GSPTSE,8/9/1979,1565.199951,1571.400024,1564.5,1566.5,1562.521851,0
GSPTSE,8/10/1979,1567.900024,1576,1567.900024,1575,1571.000244,0

